Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
798,905480030,50,RL,0.13356164383561642,0.036271004230059134,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,0.5555555555555556,0.5,0.4855072463768124,0.0,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Rec,0.03614457831325301,Unf,0.0,0.1523972602739726,0.0916530278232406,GasA,TA,Y,SBrkr,0.07645452636000839,0.2711864406779661,0.0,0.17407686510926904,0.0,0.0,0.25,0.0,0.25,0.3333333333333333,TA,0.3076923076923077,Typ,0.0,,Detchd,0.14102564102564052,Unf,0.2,0.18817204301075272,TA,TA,P,0.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,10,2009,WD ,Normal,0.12423825569817747
799,905480210,70,RL,0.13356164383561642,0.036383182593657255,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,0.3333333333333333,0.5,0.4927536231884062,0.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,0.3232020547945205,0.12356792144026188,GasA,TA,Y,SBrkr,0.0884268010922075,0.36561743341404357,0.0,0.2215523737754333,0.3333333333333333,0.0,0.25,0.0,0.5,0.3333333333333333,TA,0.3846153846153847,Typ,0.25,Gd,Detchd,0.14423076923076916,Unf,0.2,0.19892473118279572,Fa,Po,P,0.08426966292134831,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,10,2009,WD ,Normal,0.1282802329795705
800,906201021,80,RL,0.1815068493150685,0.0443011054242913,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,SLvl,0.6666666666666665,0.625,0.8550724637681171,0.68333333333333,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,0.0815024805102764,ALQ,0.1874180865006553,0.13184931506849315,0.17250409165302782,GasA,Gd,Y,SBrkr,0.15269901281243436,0.0,0.0,0.13696307460437077,0.3333333333333333,0.0,0.25,0.5,0.125,0.3333333333333333,Gd,0.15384615384615385,Typ,0.0,,Attchd,0.30448717948717885,Unf,0.4,0.31048387096774194,TA,TA,Y,0.0800561797752809,0.04851752021563342,0.0,0.0,0.0,0.0,,,,0.0,7,2009,WD ,Normal,0.20103582404464498
801,906201050,80,RL,0.1541095890410959,0.0839234382668443,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,0.5555555555555556,0.5,0.804347826086957,0.5499999999999972,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0625,Gd,TA,CBlock,Gd,TA,Av,Rec,0.012402551381998583,GLQ,0.2948885976408912,0.0,0.08510638297872342,GasA,Gd,Y,SBrkr,0.21088006721277042,0.0,0.0,0.1891484551620196,0.0,0.0,0.25,0.5,0.25,0.3333333333333333,Gd,0.23076923076923078,Min2,0.25,Po,Attchd,0.28205128205128194,Unf,0.4,0.38709677419354843,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,Shed,0.03529411764705882,9,2009,WD ,Normal,0.1936255323620911
802,906201130,50,RL,0.19863013698630133,0.051541283974853365,Pave,,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1.5Fin,0.7777777777777777,0.875,0.804347826086957,0.9833333333333343,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,0.25531537916371366,Unf,0.0,0.023544520547945202,0.24484451718494274,GasA,Ex,Y,SBrkr,0.244066372610796,0.3079903147699758,0.0,0.33873398643556896,0.3333333333333333,0.0,0.25,0.5,0.125,0.3333333333333333,Gd,0.23076923076923078,Min2,0.25,Gd,BuiltIn,0.28205128205128194,Fin,0.4,0.4112903225806452,Gd,TA,Y,0.24508426966292135,0.05390835579514825,0.0,0.0,0.0,0.0,,,,0.0,9,2009,WD ,Normal,0.40933238661243226
803,906203120,20,RL,0.2363013698630137,0.06255813409988549,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,0.6666666666666665,0.75,0.8550724637681171,0.68333333333333,Hip,CompShg,HdBoard,HdBoard,BrkFace,0.14625,Gd,TA,CBlock,Gd,TA,Mn,ALQ,0.08593196314670447,BLQ,0.11598951507208388,0.6404109589041096,0.35319148936170214,GasA,Gd,Y,SBrkr,0.39109430791850447,0.0,0.0,0.35079125847776943,0.0,0.0,0.5,0.0,0.375,0.3333333333333333,Gd,0.3846153846153847,Typ,0.25,TA,Attchd,0.30448717948717885,RFn,0.6000000000000001,0.47110215053763443,TA,TA,Y,0.05898876404494382,0.09433962264150944,0.0,0.0,0.0,0.0,,,,0.0,6,2009,WD ,Normal,0.34910692511967617
804,906223060,60,RL,0.18493150684931503,0.03747224754025568,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,0.6666666666666665,0.5,0.8768115942028984,0.7166666666666686,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.085625,Gd,TA,PConc,Gd,TA,No,ALQ,0.0908929836995039,Unf,0.0,0.09717465753424658,0.12111292962356793,GasA,Ex,Y,SBrkr,0.14114681789540012,0.3723970944309927,0.0,0.27147701582516953,0.3333333333333333,0.0,0.5,0.5,0.375,0.3333333333333333,Gd,0.3846153846153847,Typ,0.25,TA,Attchd,0.3141025641025639,Unf,0.4,0.2856182795698925,TA,TA,Y,0.1643258426966292,0.09703504043126684,0.1897233201581028,0.0,0.0,0.0,,,,0.0,7,2009,WD ,Normal,0.2697494378283264
805,906223080,60,RL,0.2191780821917808,0.04328215195494169,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,0.6666666666666665,0.5,0.8768115942028984,0.7333333333333343,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,0.08398299078667612,Unf,0.0,0.2589897260273972,0.17659574468085107,GasA,Ex,Y,SBrkr,0.15647973114891828,0.387409200968523,0.0,0.2910700828937453,0.3333333333333333,0.0,0.5,0.5,0.375,0.3333333333333333,Gd,0.46153846153846156,Typ,0.25,TA,Attchd,0.3141025641025639,RFn,0.4,0.31787634408602156,TA,TA,Y,0.2808988764044944,0.13477088948787064,0.1422924901185771,0.0,0.0,0.0,,MnPrv,,0.0,8,2009,WD ,Normal,0.3059925007848172
806,906223210,60,RL,0.20205479452054792,0.039860711865199,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,0.7777777777777777,0.5,0.8913043478260878,0.75,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,0.10347271438695961,Unf,0.0,0.2328767123287671,0.18461538461538463,GasA,Ex,Y,SBrkr,0.16971224532661205,0.42518159806295397,0.0,0.31763376036171814,0.0,0.0,0.5,0.5,0.375,0.3333333333333333,Gd,0.46153846153846156,Typ,0.25,TA,Attchd,0.32051282051282026,RFn,0.4,0.3131720430107527,TA,TA,Y,0.0,0.20889487870619947,0.0,0.0,0.0,0.0,,,,0.0,6,2009,WD ,Normal,0.3054535704806315
807,906226060,70,RL,0.3390410958904109,0.11731987192970159,Pave,,Reg,Bnk,AllPub,FR2,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,0.4444444444444445,0.75,0.05797101449275388,0.9500000000000028,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,,,,,0.0,,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,0.20037807183364836,0.3525423728813559,0.0,0.31688018085908065,0.0,0.0,0.25,0.0,0.5,0.3333333333333333,TA,0.3846153846153847,Mod,0.25,TA,Attchd,0.016025641025640525,Unf,0.4,0.38709677419354843,TA,TA,P,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6,2009,WD ,Normal,0.15926872547025037
808,906226070,90,RL,0.14726027397260272,0.026726495127252337,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,0.4444444444444445,0.5,0.77536231884058,0.4833333333333343,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Fa,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,TA,Y,SBrkr,0.25225792900651123,0.0,0.0,0.22626224566691788,0.0,0.0,0.5,0.0,0.5,0.6666666666666666,TA,0.46153846153846156,Typ,0.0,,Attchd,0.26923076923076916,Unf,0.4,0.2755376344086022,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6,2009,WD ,Alloca,0.14305231261730156
809,906226080,90,RL,0.14726027397260272,0.026726495127252337,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,0.4444444444444445,0.5,0.77536231884058,0.4833333333333343,Gable,CompShg,Plywood,Plywood,Stone,0.171875,TA,TA,CBlock,Gd,TA,Av,GLQ,0.19241672572643517,Unf,0.0,0.0,0.1777414075286416,GasA,TA,Y,SBrkr,0.1869355177483722,0.0,0.0,0.16767143933685003,0.6666666666666666,0.0,0.0,1.0,0.25,0.6666666666666666,TA,0.3076923076923077,Typ,0.5,TA,Detchd,0.26923076923076916,Unf,0.4,0.3548387096774194,TA,TA,Y,0.08426966292134831,0.0,0.0,0.0,0.0,0.0,,,,0.0,6,2009,WD ,Alloca,0.1893639409817424
810,906226090,90,RL,0.14726027397260272,0.026726495127252337,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,0.4444444444444445,0.5,0.77536231884058,0.4833333333333343,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,TA,Y,SBrkr,0.1638311279143037,0.5394673123486683,0.0,0.35681989449886964,0.0,0.0,0.5,0.0,0.75,0.6666666666666666,TA,0.46153846153846156,Typ,0.0,,Detchd,0.26923076923076916,Unf,0.4,0.4838709677419355,TA,TA,Y,0.051264044943820225,0.0,0.0,0.0,0.0,0.0,,,,0.0,6,2009,WD ,Alloca,0.1821503588602163
811,906226100,90,RL,0.14726027397260272,0.026726495127252337,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,0.4444444444444445,0.5,0.77536231884058,0.4833333333333343,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,TA,Y,SBrkr,0.25225792900651123,0.0,0.0,0.22626224566691788,0.0,0.0,0.5,0.0,0.5,0.6666666666666666,TA,0.46153846153846156,Typ,0.0,,Attchd,0.26923076923076916,Unf,0.4,0.2688172043010753,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,GdPrv,,0.0,6,2009,WD ,Alloca,0.14290949608669232
812,906226110,90,RL,0.14726027397260272,0.026726495127252337,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,0.4444444444444445,0.5,0.77536231884058,0.4833333333333343,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,TA,Y,SBrkr,0.25225792900651123,0.0,0.0,0.22626224566691788,0.0,0.0,0.5,0.0,0.5,0.6666666666666666,TA,0.46153846153846156,Typ,0.0,,Attchd,0.26923076923076916,Unf,0.4,0.2688172043010753,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6,2009,WD ,Alloca,0.14290949608669232
813,906226120,90,RL,0.14726027397260272,0.026726495127252337,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,0.4444444444444445,0.5,0.77536231884058,0.4833333333333343,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,TA,Y,SBrkr,0.16509136735979835,0.5423728813559322,0.0,0.3590806330067822,0.0,0.0,0.5,0.0,0.75,0.6666666666666666,TA,0.7692307692307693,Typ,0.0,,Detchd,0.26923076923076916,Unf,0.4,0.3548387096774194,TA,TA,Y,0.10814606741573034,0.0,0.0,0.0,0.0,0.0,,,,0.0,6,2009,WD ,Alloca,0.17537331028508066
814,906226130,90,RL,0.14726027397260272,0.026829325293883946,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,0.4444444444444445,0.5,0.77536231884058,0.4833333333333343,Gable,CompShg,Plywood,Plywood,BrkFace,0.135,TA,TA,CBlock,Gd,TA,Av,GLQ,0.19383416017009214,Unf,0.0,0.0,0.17905073649754502,GasA,TA,Y,SBrkr,0.18798571728628438,0.0,0.0,0.16861341371514696,0.6666666666666666,0.0,0.0,1.0,0.25,0.6666666666666666,Gd,0.3076923076923077,Typ,0.5,TA,Detchd,0.26923076923076916,Unf,0.4,0.4516129032258065,TA,TA,Y,0.08426966292134831,0.0,0.0,0.0,0.0,0.0,,,,0.0,6,2009,WD ,Alloca,0.1826111442702951
815,906226140,90,RL,0.14726027397260272,0.026675080043936532,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,0.4444444444444445,0.5,0.77536231884058,0.4833333333333343,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,TA,Y,SBrkr,0.24763705103969752,0.0,0.0,0.22211755840241143,0.0,0.0,0.5,0.0,0.5,0.6666666666666666,TA,0.46153846153846156,Typ,0.0,,Attchd,0.26923076923076916,Unf,0.4,0.2688172043010753,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6,2009,WD ,Alloca,0.13598963098094746
816,906230010,90,RL,0.1651527060408713,0.04933510949075698,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,2Story,0.6666666666666665,0.5,0.9275362318840585,0.8333333333333357,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.014375,TA,TA,PConc,Ex,TA,No,GLQ,0.14528703047484054,Unf,0.0,0.148972602739726,0.19116202945990182,GasA,Ex,Y,SBrkr,0.1751732829237555,0.7840193704600484,0.0,0.46213262999246424,0.6666666666666666,0.0,1.0,1.0,0.75,0.6666666666666666,TA,0.46153846153846156,Typ,0.5,TA,BuiltIn,0.3365384615384608,Fin,0.8,0.5510752688172044,TA,TA,Y,0.2191011235955056,0.0,0.0,0.0,0.0,0.0,,,,0.0,10,2009,WD ,Normal,0.34587334329456176
817,906230020,90,RL,0.1651527060408713,0.031031339830330233,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,0.6666666666666665,0.5,0.9275362318840585,0.8333333333333357,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.014375,TA,TA,PConc,Ex,TA,No,GLQ,0.14528703047484054,Unf,0.0,0.148972602739726,0.19116202945990182,GasA,Ex,Y,SBrkr,0.1751732829237555,0.7840193704600484,0.0,0.46213262999246424,0.6666666666666666,0.0,1.0,1.0,0.75,0.6666666666666666,TA,0.46153846153846156,Typ,0.5,TA,BuiltIn,0.3365384615384608,Fin,0.8,0.5510752688172044,TA,TA,Y,0.2191011235955056,0.0,0.0,0.0,0.0,0.0,,,,0.0,10,2009,WD ,Normal,0.34587334329456176
818,906230030,90,RL,0.1651527060408713,0.031204281474210664,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,0.6666666666666665,0.5,0.9275362318840585,0.8333333333333357,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.014375,TA,TA,PConc,Ex,TA,No,GLQ,0.14528703047484054,Unf,0.0,0.148972602739726,0.19116202945990182,GasA,Ex,Y,SBrkr,0.1751732829237555,0.7840193704600484,0.0,0.46213262999246424,0.6666666666666666,0.0,1.0,1.0,0.75,0.6666666666666666,TA,0.46153846153846156,Typ,0.5,TA,BuiltIn,0.3365384615384608,Fin,0.8,0.5510752688172044,TA,TA,Y,0.2191011235955056,0.0,0.0,0.0,0.0,0.0,,,,0.0,10,2009,WD ,Normal,0.34587334329456176
819,906340100,20,RL,0.21575342465753422,0.04502559068919583,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.8888888888888888,0.5,0.9927536231884062,0.9833333333333343,Hip,CompShg,VinylSd,VinylSd,Stone,0.15125,Ex,TA,PConc,Ex,TA,Gd,GLQ,0.1809000708717222,Unf,0.0,0.2285958904109589,0.25450081833060556,GasA,Ex,Y,SBrkr,0.2827137156059651,0.0,0.0,0.25357950263752826,0.3333333333333333,0.0,0.25,0.5,0.125,0.3333333333333333,Ex,0.46153846153846156,Typ,0.25,Gd,Attchd,0.365384615384615,Fin,0.6000000000000001,0.7647849462365592,TA,TA,Y,0.12991573033707865,0.03234501347708895,0.0,0.0,0.0,0.0,,,,0.0,7,2009,New,Partial,0.4183082708286457
820,906340110,20,RL,0.19863013698630133,0.04364205753815233,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.7777777777777777,0.5,0.9782608695652169,0.9666666666666686,Hip,CompShg,VinylSd,VinylSd,Stone,0.21,Gd,TA,PConc,Ex,TA,Gd,GLQ,0.22820694542877393,Unf,0.0,0.17851027397260272,0.279050736497545,GasA,Ex,Y,SBrkr,0.29069523209409787,0.0,0.0,0.2607385079125848,0.3333333333333333,0.0,0.5,0.0,0.375,0.3333333333333333,Gd,0.3846153846153847,Typ,0.25,Gd,Attchd,0.3589743589743586,RFn,0.6000000000000001,0.5551075268817205,TA,TA,Y,0.14606741573033707,0.05929919137466308,0.0,0.0,0.0,0.0,,,,0.0,9,2009,WD ,Normal,0.3829248017073312
821,906340120,20,RL,0.136986301369863,0.04172100306153451,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.7777777777777777,0.5,0.9855072463768124,0.9666666666666686,Gable,CompShg,VinylSd,VinylSd,Stone,0.16875,Gd,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,0.6943493150684931,0.26546644844517187,GasA,Ex,Y,SBrkr,0.2722117202268431,0.0,0.0,0.24415975885455915,0.3333333333333333,0.0,0.5,0.0,0.375,0.3333333333333333,Ex,0.46153846153846156,Typ,0.25,Gd,Attchd,0.36217948717948634,RFn,0.6000000000000001,0.5779569892473119,TA,TA,Y,0.12078651685393257,0.05660377358490566,0.0,0.0,0.0,0.0,,,,0.0,1,2009,WD ,Normal,0.3808943817863114
822,906340130,20,RL,0.1506849315068493,0.04447872116665499,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.8888888888888888,0.5,0.9855072463768124,0.9666666666666686,Gable,CompShg,VinylSd,VinylSd,Stone,0.2275,Ex,TA,PConc,Ex,TA,Gd,GLQ,0.19560595322466337,Unf,0.0,0.2636986301369863,0.281505728314239,GasA,Ex,Y,SBrkr,0.2911153119092627,0.0,0.0,0.26111529766390357,0.3333333333333333,0.0,0.5,0.0,0.375,0.3333333333333333,Ex,0.46153846153846156,Typ,0.25,Gd,Attchd,0.36217948717948634,RFn,0.6000000000000001,0.5685483870967742,TA,TA,Y,0.14606741573033707,0.14016172506738545,0.0,0.0,0.0,0.0,,,,0.0,11,2009,WD ,Normal,0.43008120332358313
823,906378110,20,RL,0.17123287671232873,0.03682254785108323,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.7777777777777777,0.5,0.9855072463768124,0.9666666666666686,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,0.6284246575342466,0.2402618657937807,GasA,Ex,Y,SBrkr,0.2381852551984877,0.0,0.0,0.21363978899773928,0.0,0.0,0.5,0.0,0.375,0.3333333333333333,Gd,0.3076923076923077,Typ,0.25,Gd,Attchd,0.36217948717948634,RFn,0.6000000000000001,0.6075268817204301,TA,TA,Y,0.1348314606741573,0.19137466307277629,0.0,0.0,0.0,0.0,,,,0.0,6,2009,WD ,Normal,0.3059925007848172
824,906380050,60,RL,0.16095890410958902,0.044259038537942,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0.7777777777777777,0.5,0.9782608695652169,0.9500000000000028,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,0.0035435861091424525,Unf,0.0,0.3621575342465753,0.14173486088379705,GasA,Ex,Y,SBrkr,0.11174123083385844,0.4368038740920097,0.0,0.2701582516955539,0.0,0.0,0.5,0.5,0.375,0.3333333333333333,Gd,0.3846153846153847,Typ,0.0,,Attchd,0.3589743589743586,RFn,0.4,0.3884408602150538,TA,TA,Y,0.10112359550561797,0.14150943396226415,0.0,0.0,0.0,0.0,,,,0.0,4,2009,WD ,Normal,0.2684021120678621
825,906380060,20,RL,0.1917808219178082,0.04731122484750755,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.7777777777777777,0.5,0.9782608695652169,0.9666666666666686,Hip,CompShg,VinylSd,VinylSd,Stone,0.22,Gd,TA,PConc,Ex,TA,Av,GLQ,0.24078667611622964,Unf,0.0,0.2050513698630137,0.3008183306055647,GasA,Ex,Y,SBrkr,0.3159000210039907,0.0,0.0,0.28334589299171065,0.3333333333333333,0.0,0.5,0.0,0.375,0.3333333333333333,Gd,0.3846153846153847,Typ,0.5,Gd,Attchd,0.3589743589743586,RFn,0.4,0.3521505376344086,TA,TA,Y,0.10814606741573034,0.2991913746630728,0.0,0.0,0.0,0.0,,,,0.0,4,2009,WD ,Normal,0.34991532057595476
826,906380100,20,RL,0.3458904109589041,0.049652948187618326,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.8888888888888888,0.5,0.9782608695652169,0.9500000000000028,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,0.7705479452054794,0.29459901800327337,GasA,Ex,Y,SBrkr,0.307918504515858,0.0,0.0,0.2761868877166541,0.0,0.0,0.5,0.0,0.25,0.3333333333333333,Ex,0.3846153846153847,Typ,0.0,,Attchd,0.3589743589743586,Fin,0.4,0.4717741935483871,TA,TA,Y,0.20224719101123595,0.18328840970350405,0.0,0.0,0.0,0.0,,,,0.0,5,2009,WD ,Normal,0.3047799076003993
827,906380130,20,RL,0.16095890410958902,0.03512117600317839,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.6666666666666665,0.5,0.9710144927536231,0.93333333333333,Gable,CompShg,VinylSd,VinylSd,Stone,0.1125,Gd,TA,PConc,Gd,TA,No,GLQ,0.23635719347980158,Unf,0.0,0.11558219178082191,0.26252045826513914,GasA,Ex,Y,SBrkr,0.2667506826296996,0.0,0.0,0.2392614920874152,0.3333333333333333,0.0,0.5,0.5,0.375,0.3333333333333333,Gd,0.46153846153846156,Typ,0.25,Gd,Attchd,0.35576923076922995,RFn,0.4,0.44354838709677424,TA,TA,Y,0.08637640449438203,0.14824797843665768,0.0,0.0,0.0,0.0,,,,0.0,3,2009,WD ,Abnorml,0.2791807181515768
828,906380210,20,RL,0.14726027397260272,0.02552992591553905,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.6666666666666665,0.5,0.9782608695652169,0.9500000000000028,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,0.1598157335223246,Unf,0.0,0.1626712328767123,0.2098199672667758,GasA,Ex,Y,SBrkr,0.20079815164881326,0.0,0.0,0.18010550113036924,0.3333333333333333,0.0,0.5,0.0,0.25,0.3333333333333333,Gd,0.3076923076923077,Typ,0.25,Gd,Attchd,0.3589743589743586,RFn,0.4,0.4448924731182796,TA,TA,Y,0.11797752808988764,0.0,0.0,0.0,0.0,0.0,,,,0.0,5,2009,WD ,Normal,0.25223420294229
829,906380220,20,RL,0.25342465753424653,0.0421790647128935,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.7777777777777777,0.5,0.9855072463768124,0.9666666666666686,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.08750000000000001,Gd,TA,PConc,Gd,TA,Av,GLQ,0.15450035435861093,Unf,0.0,0.16352739726027396,0.20523731587561375,GasA,Ex,Y,SBrkr,0.19323671497584538,0.0,0.0,0.1733232856066315,0.3333333333333333,0.0,0.5,0.0,0.25,0.3333333333333333,Gd,0.23076923076923078,Typ,0.0,,Attchd,0.36217948717948634,RFn,0.6000000000000001,0.5443548387096775,TA,TA,Y,0.11797752808988764,0.12398921832884098,0.0,0.0,0.0,0.0,,,,0.0,3,2009,WD ,Normal,0.2816059045204126
830,906392070,20,RL,0.14726027397260272,0.028110028278295826,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.6666666666666665,0.5,0.9782608695652169,0.9500000000000028,Gable,CompShg,VinylSd,VinylSd,Stone,0.051250000000000004,Gd,TA,PConc,Gd,TA,Av,GLQ,0.12827781715095676,Unf,0.0,0.21746575342465752,0.2016366612111293,GasA,Ex,Y,SBrkr,0.18861583700903167,0.0,0.0,0.1691785983421251,0.3333333333333333,0.0,0.5,0.0,0.25,0.3333333333333333,Gd,0.3076923076923077,Typ,0.0,,Attchd,0.3589743589743586,RFn,0.4,0.42473118279569894,TA,TA,Y,0.09269662921348315,0.0,0.0,0.0,0.0,0.0,,,,0.0,2,2009,WD ,Normal,0.2448239112597361
